kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8878,NA | NA | NA,0,absent,2003-10-07,capturing,BG,Tsareva Polyana,41.78307,25.60417,252,252,252,other,WGS84,Nyctalus noctula,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8879,NA | NA | NA,3,present,2003-10-07,roost observation,BG,Tsareva Polyana,41.78123,25.60379,250,250,250,other,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8880,NA | NA | NA,1,present,2003-10-07,roost observation,BG,Tsareva Polyana,41.78123,25.60379,250,250,250,other,WGS84,Tadarida teniotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8881,NA | NA | NA,3,present,2003-10-07,roost observation,BG,Tsareva Polyana,41.78123,25.60379,250,250,250,other,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8882,NA | NA | NA,1,present,1954-02-28,roost observation,BG,Tsarevo,42.12143,27.86918,35,35,35,urban,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8883,Boyan Petrov | NA | NA,2,present,2015-07-05,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8884,Boyan Petrov | NA | NA,3,present,2015-07-05,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8885,NA | NA | NA,400,present,2010-05-16,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8886,NA | NA | NA,10,present,2010-05-16,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8887,NA | NA | NA,20,present,1988-03-15,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8888,Krasimir Kirov | NA | NA,1,present,2012-08-20,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8889,Stanimira Deleva | Siana Markova | NA,835,present, ,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8890,Stanimira Deleva | Siana Markova | NA,348,present, ,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8891,Stanimira Deleva | Angel Ivanov | Maksim Kolev,142,present, ,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8892,Stanimira Deleva | Angel Ivanov | Maksim Kolev,22,present, ,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8893,Stanimira Deleva | Angel Ivanov | Maksim Kolev,6,present, ,roost observation,BG,Tsarskata Peshtera,43.114,25.57359,274,274,274,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8894,NA | NA | NA,1,present,1961-06-01,roost observation,BG,Tserovo,43.00667,23.34527,500,500,500,urban,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8895,Boyan Petrov | Blagovesta Pavlova | NA,1,present,2012-05-20,roost observation,BG,Tsigarlutsite BSF  3191,43.28687,23.3431,292,292,292,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8896,NA | NA | NA,148,present,1981-07-09,roost observation,BG,"Tsigov Chark, attic of a house",41.9485,24.14234,1130,1130,1130,other,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8897,NA | NA | NA,2,present,2009-07-25,roost observation,BG,"Tsigov Chark, attic of a house",41.9485,24.14234,1130,1130,1130,other,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8898,NA | NA | NA,2,present,1981-07-10,roost observation,BG,"Tsigov Chark, fishponds",41.9725,24.14405,0,0,0,other,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8899,NA | NA | NA,0,absent,1957-12-14,capturing,BG,Tsurkvishte,43.002141,23.231868,650,650,650,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8900,NA | NA | NA,1,present,1957-12-14,roost observation,BG,Tsurkvishte,43.002141,23.231868,650,650,650,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8901,NA | NA | NA,1,present,1957-12-14,roost observation,BG,Tsurkvishte,43.002141,23.231868,650,650,650,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8902,NA | NA | NA,1,present,2010-05-22,roost observation,BG,Tumnata Dupka BSF 5785,41.8193,24.58562,1440,1440,1440,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8903,Slaveya Stoicheva | Evgeni Dakov | NA,1,present,2011-08-28,capturing,BG,Tumnata Dupka BSF 5785,41.81897,24.58545,1361,1361,1361,cave,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8904,Slaveya Stoicheva | Evgeni Dakov | NA,1,present,2011-08-28,capturing,BG,Tumnata Dupka BSF 5785,41.81897,24.58545,1361,1361,1361,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8905,Slaveya Stoicheva | Evgeni Dakov | NA,1,present,2011-08-28,capturing,BG,Tumnata Dupka BSF 5785,41.81897,24.58545,1361,1361,1361,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8906,Slaveya Stoicheva | Evgeni Dakov | NA,1,present,2011-08-28,capturing,BG,Tumnata Dupka BSF 5785,41.81897,24.58545,1361,1361,1361,cave,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8907,Slaveya Stoicheva | Evgeni Dakov | NA,1,present,2011-08-28,capturing,BG,Tumnata Dupka BSF 5785,41.81897,24.58545,1361,1361,1361,cave,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8908,NA | NA | NA,1,present,1967-04-03,roost observation,BG,Tumnitsata,41.53281,24.62881,1110,1110,1110,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8909,Krasimir Kirov | NA | NA,22,present,2012-10-17,roost observation,BG,Tunnel,43.677763,26.496408,204,204,204,other,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8910,NA | NA | NA,1,present,1996-08-23,roost observation,BG,Tunnel,43.40314,28.20936,0,0,0,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8911,Antonia Hubancheva | NA | NA,1,present,2011-09-11,capturing,BG,Tunnel,42.861607,22.651908,698,698,698,tunnel,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8912,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-18,roost observation,BG,Tunnel,41.97052,24.86532,332,332,332,tunnel,WGS84,Myotis cf blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8913,Antonia Hubancheva | NA | NA,1,present,2011-09-11,capturing,BG,Tunnel - 2 pieces,42.861607,22.651908,698,698,698,tunnel,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8914,Antonia Hubancheva | NA | NA,1,present,2011-09-11,capturing,BG,Tunnel - quarry,42.861607,22.651908,698,698,698,tunnel,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8915,Antonia Hubancheva | Svilen Delchev | NA,1,present,2012-05-02,roost observation,BG,Tunnel - quarry,43.67057,22.61005,331,331,331,tunnel,WGS84,Plecotus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8916,NA | NA | NA,2,present,1998-05-18,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo,41.40496,25.54258,275,275,275,tunnel,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8917,Slaveya Stoicheva | Aneliya Pavlova | NA,1,present,2011-09-13,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo,41.5705,24.63493,1277,1277,1277,tunnel,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8918,Boyan Petrov | Nia Toshkova | NA,33,present,2012-03-03,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00132,27.52257,281,281,281,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8919,Boyan Petrov | Nia Toshkova | NA,1,present,2012-03-03,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00132,27.52257,281,281,281,tunnel,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8920,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,19,present,2012-07-21,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8921,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8922,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8923,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8924,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8925,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8926,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8927,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8928,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8929,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8930,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8931,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - entrance,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8932,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8933,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.00124,27.52257,325,325,325,tunnel,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8934,Boyan Petrov | Vladimir Karadakov | Vladimir Karadakov,1,present,2012-07-21,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.00124,27.52257,325,325,325,tunnel,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8935,NA | NA | NA,0,absent,2006-09-19,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8936,NA | NA | NA,0,absent,2006-09-19,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8937,NA | NA | NA,1,present,2006-09-19,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Rhinolophus media,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8938,NA | NA | NA,1,present,2008-04-26,capturing,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8939,NA | NA | NA,1,present,2008-04-26,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8940,NA | NA | NA,1,present,2008-04-26,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,41.99779,27.52773,320,320,320,tunnel,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8941,NA | NA | NA,18,present,2008-09-11,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Barbastella barbastellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8942,NA | NA | NA,2,present,2008-09-11,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8943,NA | NA | NA,2,present,2008-09-11,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8944,NA | NA | NA,10,present,2008-09-11,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8945,NA | NA | NA,4,present,2009-09-26,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Barbastella barbastellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8946,NA | NA | NA,4,present,2009-09-26,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:8947,NA | NA | NA,2,present,2009-04-30,roost observation,BG,Tunnel behind the tailings dam in Malko Tarnovo - exit,42.001220000000004,27.52253,320,320,320,tunnel,WGS84,Myotis alcathoe,sp.,ICZN
